titulo,img,descripcion,puntuacion,precio,marca,ASIN,categoria
"Fiskars Hacha 2,4 kg, Con estuche de almacenamiento y transporte, Longitud: 77 cm, Capa antiadherente, Cuchilla de acero/Mango de fibra de vidrio, Negro/Naranja, X25–XL, 1015643","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F217D-W79CTL._SL500_.jpg","Mango de plástico duradero reforzado con fibra de vidrio resistente a la intemperie y a los golpes, Mango moldeado directamente en el cabezal de la herramienta para una mayor seguridad, Agarre firme y cómodo gracias al mango innovador con cubierta antideslizante con textura y al mango con extremidad acampanada para una óptima protección de los dedos, Hacha (Longitud total: 72 cm) para tronchar troncos de más de 30 cm de diámetro para la chimenea, estufa, barbacoa o fogata, Fabricado en Finlandia, Larga vida útil, Cuchilla fácilmente afilable con un afilador (disponible mediante la referencia: 1000601), Estuche de almacenamiento incluido para un transporte seguro, Cuchilla muy afilada de acero templado con cubierta calidad, Equilibrio adecuado entre la cabeza y el mango para un movimiento eficiente y menos fatigoso, Contenido: 1x Fiskars Hacha X25-XL, Estuche de almacenamiento y transporte incluido, Longitud: 77 cm, Peso: 2,4 kg, Material: Acero de calidad/Plástico reforzado con fibra de vidrio, Color: Negro/Naranja, 1015643","9,7","79,95 €",FISKARS,21,8
"Gardebruk® 2X Hachas 88,5cm y 42,5cm de Mano Acero al Carbono Universal Ergonómicas Cortar Dividir Madera Troncos","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41z2aK7q4XL._SL500_.jpg","PRÁCTICO JUEGO DE 2 HACHAS - El juego de hachas de alta calidad de Monzana consta de un hacha grande (longitud total: 88,5 cm) y un hacha pequeña (longitud total: 42,5 cm) para tronchar troncos de todos los tamaños para la chimenea, horno, parrilla o fogata. El juego de hachas está certificado por TÜV Rheinland GS., PROTECCIÓN DE CORTE ADICIONAL - Las superficies de división de las hachas de mano están equipadas con bordes protectores de goma para mayor seguridad. Las hachas ergonómicas también se puede afilar fácilmente., EMPUÑADURA ERGONOMICA - Las empuñaduras de goma con un perfil de agarre ergonómico hacen que el trabajo sea lo más cómodo y seguro posible. Los prácticos orificios de suspensión facilitan el almacenamiento de las hachas para dividir leña., DATOS TÉCNICOS - 1x Hacha de cortar grande (longitud: 88,5 cm) + 1x Hacha de cortar pequeña (longitud: 42,5 cm) // Probado por TÜV Rheinland GS // Modelo de hacha: 102876-S // Modelo de hacha pequeña: 102876-X, AHORRE ENERGÌA AL CORTAR LA MADERA - La superficie de división pulida y pintada de nuestras hachas para dividir madera está hecha de acero al carbono C45. La hoja extra afilada y el equilibrio perfecto entre la cabeza del hacha y el mango aseguran un corte eficiente.","9,6","39,95 €",MONZANA,22,"15,17"
"Silverline - Hacha con mango de fibra de vidrio 1,5 lb (0,68 kg) (HA36)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41RYuRbh1oL._SL500_.jpg","Mango de fibra de vidrio recubierto de nylon para absorber los impactos, Mango curvado para mayor comodidad y eficacia, Indicada para talar y cortar madera, Cabeza pulida y lacada, Cabeza de acero forjado","9,5","10,18 €",SILVERLINE,23,"15,17"
"LEXIVON V9, Hacha de Camping Hacha de 23 CM | Empuñadura ergonómica, Mango Compuesto Ligero de Fibra de Vidrio | Funda Protectora de Transporte incluida [LX-V9]","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31H9HWTra-L._SL500_.jpg","PICADO: diseño de ángulos de corte agresivos para un contacto mejor y eficiente | Ideal para leña, jardinería, senderismo y muchas actividades al aire libre., EFICIENTE: el punto de equilibrio cerca de la cabeza del hacha proporciona una distribución de peso perfecta para aumentar la velocidad de giro y multiplicar la potencia de ataque., DURADERO: los bordes cortantes meticulosamente endurecidos de acero al carbono grado A forjado y tratado térmicamente proporcionan un contacto más profundo y limpio., DISEÑO INNOVADOR: cuchilla sobre moldeada completamente revestida. Mango inyectado compuesto de fibra de vidrio de alta tecnología, con agarre reforzado y antideslizante., 100% SIN RIESGOS: más fuerte que el eje de madera, y no se doblará como los de acero debido a nuestra técnica de estructura HiTech | ¡Respaldado por nuestra Garantía limitada de por vida para su total tranquilidad!","9,2","15,19 €",LEXIVON,24,"15,17"
IMEX EL ZORRO 31411 - Hacha VIZCAINA 300 GRS.,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31zxvfGNyUL._SL500_.jpg","TIPO DE CABEZA VIZCAINA, FACIL DE LIMPIAR, 300 GRAMOS","9,1","12,59 €",IMEX EL ZORRO,25,"15,17"
Meister 2150200 - Hacha de jardinería,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F314oDJjbjUL._SL500_.jpg","protección de corte, extremo de agarre de goma, GS",9,"14,23 €",MEISTER,26,"15,17"
Mivos Hacha Pequeña de 800 g con Mango de Fibra de Vidrio y Hoja de Acero al Carbono - Hacha de Mano para Jardín y Bosque - Hacha de Tala Universal con Mango de Goma - Mini Hacha,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F310SWKJNU7L._SL500_.jpg","Seguridad: El mango de la hacha pequeña es antideslizante, por lo que puedes estar seguro de que no te caerá de la mano mientras trabajas. El hacha tiene un agujero para colgar para un almacenamiento seguro. La hoja de acero tiene una funda protectora de goma para un almacenamiento y transporte seguros, Ergonomía: La mini hacha tiene un mango de fibra de vidrio ergonómico con material de goma antideslizante para un mejor agarre y un excelente equilibrio y absorción de vibraciones óptima, lo que garantiza un alto confort de trabajo y seguridad, Datos técnicos: Dureza de la parte de trabajo de la cabeza HRC: 47-53 I Peso del cabezal: 800 g I Peso total: 1177 g I Longitud total: 410 mm I Ancho total: 163 mm I Longitud de la hoja: 113 mm I Longitud del mango: 340 mm, Aplicación: El hacha universal Mivos con 800 g de peso cabeza es ideal para picar leña, troncos de árbol, leña y ramas. La hacha de mano es adecuada para eliminar las raíces de árboles y arbustos. La parte posterior de la cabeza también se puede utilizar muy bien para clavar. Es un ayudante probado en trabajos de exterior, jardín y carpintería. El puño es una herramienta indispensable para cualquier jardinero, silvicultor, agricultor y aficionado al bricolaje, Alta calidad: El hacha para madera tiene una cabeza forjada de acero al carbono endurecido de alta calidad, lo que hace que el hacha de jardín sea más duradero, un corte suave, afilado y rápido y permanece más afilado que las hachas convencionales. El mango está hecho de fibra de vidrio, un material muy resistente a los cambios de temperatura, la humedad y los daños mecánicos, lo que aumenta la resistencia del hacha de mano","8,7","26,99 €",MIVOS,27,"15,17"
"TECHZOCO Hacha Pequeña de 800 g con Mango de Madera, Hacha Vizcaína, Hacha de Tala Universal, Mini Hacha, Hacha pequeña, Mini Hacha, Cabeza de Acero al Carbono, Longitud 39 cm","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F312L7aZsdOL._SL500_.jpg","Versatilidad en su uso: Perfecta para diversas tareas como poda, corte de leña y trabajos de entresaca en jardines, lo que la convierte en una herramienta universal de gran utilidad para el hogar y el campo., Material de alta calidad: Fabricada con cabeza de acero al carbono, ofrece gran resistencia y durabilidad, asegurando un filo duradero para cortes precisos., Mango de madera ergonómico: El mango de madera de aproximadamente 45 cm proporciona un agarre seguro y cómodo, optimizando el control y la estabilidad en cada corte., Filo especializado: Su diseño de filo permite una excelente penetración en la madera, facilitando cortes limpios y eficientes en ramas y troncos de tamaño moderado., Diseño compacto y ligero (600 g): Ideal para trabajos de poda y tala en espacios reducidos, permite un manejo cómodo con una sola mano y reduce la fatiga en usos prolongados.","8,6","11,50 €",TECHZOCO,28,"15,17"
"CABLEPELADO Hacha Pequeña de 600 g con Mango de Madera, Hacha Vizcaína, Hacha de Tala Universal, Mini Hacha, Hacha pequeña, Cabeza de Acero al Carbono, Longitud 36 cm, Peso 600 Gramos","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F319f-m7qXdL._SL500_.jpg","Uso: Este tipo de hacha puede ser utilizado para una amplia gama de actividades, desde la preparación de leña para una fogata hasta trabajos más finos de carpintería y tallado en madera. Su tamaño y peso la hacen ideal para ser llevada en excursiones al aire libre, camping, o tenerla como parte del equipo en un taller de carpintería., Peso: del cabezal del hacha, que es de 600 gramos, es un buen equilibrio entre ligereza y capacidad de golpe, lo que permite al usuario manejarla con facilidad sin sacrificar demasiado poder de corte. La longitud de la hoja de 15 cm indica que es lo suficientemente larga para cortes efectivos, pero también manejable para tallar y realizar trabajos de detalle si es necesario., Mango de madera añade un toque clásico y ergonómico a la herramienta, mejorando la comodidad y el control durante su uso. La madera es un material tradicionalmente utilizado para los mangos de hachas debido a su capacidad para absorber las vibraciones del impacto, lo que reduce la fatiga del usuario. Además, la madera proporciona un agarre seguro incluso en condiciones húmedas, y puede ser reemplazada fácilmente si se daña o desgasta con el tiempo., Detalles: El hacha con mango de madera de 600 gramos es una herramienta versátil diseñada para una variedad de tareas al aire libre y de carpintería. Con una longitud total de 36 cm y una longitud de hoja de 15 cm, este tipo de hacha es manejable y suficientemente compacta para llevar a cabo tareas de precisión, a la vez que ofrece suficiente peso y fuerza para cortar madera eficientemente.","8,5","14,00 €",CABLEPELADO,29,"15,17"
Hacha Vizcaína - Modelo 8281 - Elaborada con Acero Forjado y Mango de Madera - Apta para Uso Intensivo - Medidas 38 x 13 x 4 cm - Peso 610 g - Gran Resistencia y Duración - Altuna,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31faQj1RC1S._SL500_.jpg","SOBRE NOSOTROS: Desde que nacimos hace más de 90 años, hemos desarrollado nuestro conocimiento y experiencia en el sector de la agricultura y la jardinería para crear un amplio catálogo de herramientas de corte, profesionales y de gran calidad., MATERIALES RESISTENTES: Hemos elaborado este hacha vizcaína con materiales que te permitirán trabajar con ella mucho tiempo. Su cabeza es de acero forjado y su mango de fuerte madera, dos componentes que soportarán un uso intensivo., HACHA DE MANO: Este tipo de hacha es muy útil para trabajos menores como limpiar ramas, para tareas de corte como poda de árboles, pequeños arbustos y trabajos forestales. También sirve para hacer tacos de madera y partir leña., FILO PENETRANTE: Este producto tiene como objetivo cortar todo lo que se le ponga por delante. Y para cumplir su misión cuenta con la inestimable ayuda de un filo de acero que asegura una buena penetración en la madera., DISEÑO ERGONÓMICO: Hemos diseñado nuestro hacha para que te resulte sencillo utilizarla. Su mango favorece la sujeción y sus dimensiones de 38 x 13 x 4 cm y su peso de 610 g te permitirán manejarla fácilmente.","8,3","17,43 €",ALTUNA,30,"15,17"
Phomemo M08F Impresora Tattoo Termocopiadora Impresora Tatuajes Termica Tattoo con 10pcs Termocopiadora Tatuaje Papel de Tatuaje,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51xp1pD-h8L._SL500_.jpg","Recargable - M08F impresora de tatuajes con una batería de gran capacidad de 1200mAh. Con una sola carga completa, puede imprimir hasta 140 páginas de imágenes o texto de color claro, lo que la hace perfecta para múltiples sesiones de impresión de tatuajes. Como ventaja adicional, la impresora de plantillas para tatuajes M08F incluye 10 hojas de papel de transferencia de tatuajes para ayudarle a empezar, Potente ""Phomemo"" App - Diga adiós a los complicados procesos de impresión - nuestra Phomemo App permite imprimir imágenes y documentos con un solo clic. A diferencia de las impresoras de tatuajes tradicionales que requieren imprimir en papel blanco antes de copiar, puedes imprimir tus diseños instantáneamente con nuestra app. Además, para resultados de impresión óptimos, recomendamos usar el Papel de Transferencia de Tatuaje Phomemo, Phomemo M08F Termocopiadora Tattoo - Específicamente construida para uso en tatuajes. La impresora de plantillas para tatuajes Phomemo cuenta con un diseño ligero e inalámbrico, con un peso de sólo 2 libras - un mero 60% del tamaño de las máquinas de transferencia de tatuajes tradicionales. Su batería recargable incorporada asegura que nunca estarás atado a un cable de carga, proporcionando una comodidad sin precedentes y facilidad de uso para los artistas del tatuaje en movimiento, Impresión de alta calidad y sin tinta - Phomemo M08F impresora tattoo utiliza tecnología térmica avanzada para imprimir patrones y líneas claras y precisas.No tendrás que lidiar con bloqueos relacionados con la tinta o problemas de limpieza, asegurando un proceso eficiente y sin problemas para los artistas profesionales del tatuaje. Esto le permite centrarse en la creación de tatuajes temporales o permanentes de alta calidad para sus clientes, Alta Compatibilidad - Con su compatibilidad con múltiples dispositivos como smartphones, tablets, portátiles y ordenadores de sobremesa, M08F impresora termica tattoo hace que diseñar e imprimir sea más fácil que nunca para los entusiastas del tatuaje. Es compatible con varios sistemas, incluyendo Android, iOS, Windows, MacOS y ChromeOS","9,8","119,59 €",PHOMEMO,31,"1,10"
