"categoria","asin","titulo","img","descripcion","puntuacion","precio","marca"
"Deportes y aire libre","B086GCL9ZP","Bandas Elasticas Fitness[Set de 3] 1.5M /1.8M /2M,Cintas Elasticas con 3 Niveles de Resistencia, Pilates, Crossfit, Estiramientos, Musculacion, Piernas, Brazos, Fuerza","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41rHclGvU1L._SL500_.jpg","Tipo de producto: BANDA_EJERCICIO, ?Ligeras y portátiles? Las bandas de resistencia son fáciles de transportar en la bolsa proporcionada y puede hacer ejercicio en cualquier lugar y en cualquier momento. Nada debería impedirte alcanzar tus objetivos de fitness. Es perfecto para hacer ejercicio en casa, en la oficina, en el gimnasio, al aire libre o incluso cuando estás de viaje ., ?Fuerza y flexibilidad? Las bandas de resistencia brindan un entrenamiento seguro y efectivo que le permite un mejor control de la tensión en múltiples direcciones y pueden usarse para fortalecer casi todos los músculos y articulaciones. Es ideal para mejorar la flexibilidad, la postura y la fuerza central., ?Diferentes niveles de resistencia?Ofrece mucha versatilidad con 3 niveles de resistencia: Amarillo - 17 libras, Rojo - 22 libras, Azul - 27 libras. Tanto si eres principiante como si eres un usuario experimentado, puedes adaptar fácilmente tu entrenamiento en función de tu fuerza, capacidad y comodidad., ?Bandas de resistencia extendidas de 1,5 m? En comparación con otras bandas, nuestras bandas de ejercicio de 1,5 m de longitud lo ayudarán a lograr una extensión de todo el cuerpo y mejorar el ejercicio en sus piernas, cadera, cintura, brazos y espalda de manera más efectiva.","8,5",7.99,"HAQUNO"
"Oficina y papelería","B09SB4YYRZ","Post-It Notas Super Sticky Colección Playful Color, 6 Blocs 90 Hojas por Bloc, 76 mm x 76 mm, Rojo, Naranja, Amarillo, Verde, Azul, Morado - Extra Adhesivos para Listas de Tareas y Recordatorios","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41GD249Za0L._SL500_.jpg","DOBLE DE PODER ADHESIVO: Su adherencia es el doble que la de las notas originales; las notas Post-it Super Sticky Extra Adhesivas aguantan y duran más; aptas para superficies verticales o difíciles, como pantallas, puertas o paredes","9,8",14.35,"POST-IT"
"Oficina y papelería","B07BZPDRSM","ZCZN Notas Adhesivas, Pack de 12 Bloc de notas,76 x 76 mm Notas Autoadhesivas,100 Hojas por Bloc,Total de 1200 PCS,6 Colores","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31H8LDOyTxL._SL500_.jpg","TAMAÑO GRANDE: 76 x 76 mm, 12Blocs/Paquete, 100 Hojas/Bloc, puede satisfacer sus necesidades de uso,Al mismo tiempo,Se puede usar repetidamente muchas veces y sin dejar ningún residuo en exces, SÚPER PEGAJOSO: Tienen una mejor adhesión que otros adhesivos, Aunque esté adherido a una pared de cualquier material, se puede garantizar que se adsorbirá durante mucho tiempo sin caerse, SEGURO Y PRÁCTICO:ZCZN notas adhesivas son fáciles de escribir, incoloras e insípidas, se pueden usar con confianza，al mismo tiempo, de tamaño pequeño, fáciles de sacar en cualquier momento, Es muy conveniente usarlo al contestar una llamada telefónica en la oficina o al tomar notas en casa. Los niños también pueden usarlo para tomar notas en la escuela, COLORES BRILLANTES: Hemos diseñado notas adhesivas en diferentes colores según sus necesidades en diferentes ocasiones para garantizar que pueda satisfacer sus múltiples necesidades de uso. Al mismo tiempo, los colores brillantes pueden ayudarlo a recordarle que vea la información más rápidamente","9,7",11.97,"ZCZN"
"Oficina y papelería","B0B6VQ6NXC","Post-it Super Sticky Notas, Canary Yellow, 76 mm x 76 mm, 90 hojas/bloc, 4 blocs/paquete + 2 GRATIS - Notas Extra Adhesivas para Listas de Tareas y Recordatorios","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31ox5A1fPUL._SL500_.jpg","Perfectas para superficies verticales o de difícil adherencia, como monitores de ordenador, puertas y paredes, Las notas Post-it Super Sticky están elaboradas con fibras de papel con certificación PEFC procedentes de explotaciones sostenibles y orígenes controlados, La forma más práctica de poner una nota, enviar un mensaje o dejar un recordatorio al instante, Descarga la aplicación gratuita Post-it para guardar tu trabajo al instante, compartir notas con el equipo y no tener retrasos ni repeticiones, Con un 60 % de adhesivo de fuentes renovables que proviene de una planta que vuelve a crecer cada año, Aguantan y duran más, con el doble de poder de adherencia en comparación con las notas Post-it originales","9,5",9.49,"POST-IT"
"Oficina y papelería","B09ZVGK3J3","Bloc 100 notas adhesivas colores alternos 76 x 76 mm, serie Pastel MILAN, 4151PT100","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F415dqcU1zML._SL500_.jpg","Medidas: 76 x 76 mm., Las notas de colores se presentan de forma alterna, disponiendo una hoja de cada color., Contiene 25 hojas de cada color: amarillo, verde, azul y rosa., Bloc de 100 notas adhesivas de colores, serie Pastel.","9,3",0.8,"MILAN"
"Oficina y papelería","B0CBV5MDLT","Agoer 600 notas adhesivas de 76 x 76 mm, sticky notes coloridas, notas autoadhesivas de colores para marcar páginas para oficina, estudio, hogar (6 colores)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F317QwJ0X4OL._SL500_.jpg","Papel de alta calidad: nuestras notas adhesivas de papel de 75 g son fáciles de escribir y reutilizar, no dejan marcas de escritura en la página siguiente. No tóxico y respetuoso con el medio ambiente., Notas adhesivas autoadhesivas: nuestro adhesivo mejorado hace que nuestras notas adhesivas sean más adhesivas y se pueden utilizar en superficies lisas, por lo que puedes despegarlas y volver a pegarlas en otro lugar sin dejar marcas., Mejora la eficiencia del trabajo y el estudio: los colores brillantes te recuerdan constantemente lo que es importante para ti, ideal como recordatorio, ya sea para la oficina, casa, escuela o reunión., Colores ricos: nuestras notas adhesivas contienen 6 colores vibrantes: azul, verde, amarillo claro, violeta, rosa, rojo, lo hacen aún más llamativo y te recuerdan siempre las cosas importantes., Amplias aplicaciones: las notas adhesivas se pueden utilizar en la oficina, la escuela, el hogar y otras áreas donde se requiere etiquetado, así como en frigoríficos, mesas y otros muebles de madera y plástico.","9,2",6.99,"AGOER"
"Oficina y papelería","B000KJOZAM","Q-Connect Bloc De Notas Adhesivas Quita Y Pon 75X75 Mm Pastel con 400 Hojas (KF01347)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31WtCl8q7fL._SL500_.jpg","Se adherirá a la mayoría de las superficies, Para noticias y notas rápidas, Notas adhesivas, Adecuado para usar en casa o en la oficina","9,0",3.55,"Q-CONNECT"
"Oficina y papelería","B0B6ZXZLMN","Brencco 1200 Piezas Índices de Pestañas, Marcapaginas Autoadhesivos de Colores, para Notas Página/Oficina/Hogar","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41U7dOgJEtL._SL500_.jpg","Removible: El marcador adhesivo se puede quitar para reposicionarlo fácilmente, puede quitarlo sin rasgar el papel o la página fácilmente. No deja rastros, es muy económico y mejorará tu calidad de vida y eficiencia en el trabajo/estudio., Incluido en el Paquete: El paquete contiene 1200 piezas de marcas de página de etiquetas, con una regla independiente, no es necesario traer su propia regla, se puede colocar directamente en el libro para facilitar su transporte., El índice adhesivo está fabricado en material PET, con una superficie suave ideal para escribir y resistente al agua. ¡Es práctico y compacto, perfecto para llevarlo contigo a cualquier lugar y usarlo con total confianza., Diseño de Color Brillante: Las etiquetas de índice adhesivas no solo pueden marcar y resaltar información importante para ayudarlo a encontrar de manera eficiente, sino que también decoran sus libros y documentos, las etiquetas de índice de color son fáciles de devolver e información de referencia, hermosa y práctica., APLICACIÓN: Los marcadores de etiquetas son excelentes para resaltar notas de lectura, libros, revistas, carpetas, diarios, directorios, archivos, etc. Al marcar, lo ayudan a planificar, organizar, priorizar y personalizar su estudio y trabajo.","8,8",5.99,"BRENCCO"
"Oficina y papelería","B003JN27B0","Post-It Notas Canary Yellow, Paquete de 5 + 1, 100 Hojas por Bloc, 76x76 mm, Color Amarillo, Notas Adhesivas para Listas de Tareas y Recordatorios","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41l05wOMl1L._SL500_.jpg","SOSTENIBLES Y RECICLADAS: Están fabricadas con fibras de papel y tienen el certificado PEFC; están hechas con un material adhesivo 60 percent renovable procedente de una planta que crece cada año, NOTAS ADHESIVAS: La clásica nota adhesiva que conoces y te encanta para dejar recordatorios o avisar de algo importante, INCLUYE: Estas notas adhesivas miden 76x76mm y vienen en un paquete de 5+1 blocs de regalo, 100 hojas por bloc, IDÓNEAS: Para el trabajo, el colegio y el día a día en casa; estas notas son la manera más simple y eficaz de tomar notas, dejar mensajes o recordatorios y asegurarse de que llegan a su destinatario, ELIGE LA TUYA: Las notas Post-it están disponibles en una amplia variedad de colores, tamaños y estilos para darle vida a tus mensajes","8,7",10.74,"POST-IT"
"Oficina y papelería","B07T7P9VL3","ZCZN Notas Adhesivas Pack de 24 Bloc de notas, 38 x 51 mm, 100 Hojas por Bloc,Total de 2400PCS,Amarillo","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31ZpMRWO2yL._SL500_.jpg","【Transparente y resistente】: Las notas autoadhesivas se pueden quitar fácilmente y utilizar varias veces sin dañar la superficie de las páginas ni dejar residuos al retiarlos., 【Tamaño de Notas Adhesivas】: 24 bloc y Cada bloc tiene 100 hojas y cada hoja mide 76 x 76 mm，total de 2400PCS, color amarillo., 【Regalo ideal】: El regalo más práctico para amigos y colegas. Si tiene alguna pregunta, siempre estamos!, 【Material de alta calidad】: Las notas adhesivas están hecho de PET, fino pero sólido, sin olor. El Posit se puede pegar varias veces en lugar de desechar y ayuda a reducir los residuos., 【Facilitar el marcado】: Las notas adhesivas son de colores brillantes, que marcan claramente el contenido importante del libro y el manejo urgente del documento, son fáciles de identificar y no pierden información importante.","8,6",10.99,"ZCZN"
"Oficina y papelería","B0C7VBHBDP","ZCZN Notas Adhesivas, Pack de 12 Bloc de notas, 76 x 76 mm Notas Autoadhesivas, 60 Hojas por Bloc, 6 Colores","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F418IpJ4j1xL._SL500_.jpg","TAMAÑO GRANDE: 76 x 76 mm, 12 Blocs/Paquete, 60 Hojas/Bloc, puede satisfacer sus necesidades de uso,Al mismo tiempo,Se puede usar repetidamente muchas veces y sin dejar ningún residuo en exceso, SÚPER PEGAJOSO: Tienen una mejor adhesión que otros adhesivos, Aunque esté adherido a una pared de cualquier material, se puede garantizar que se adsorbirá durante mucho tiempo sin caerse, SEGURO Y PRÁCTICO:ZCZN notas adhesivas son fáciles de escribir, incoloras e insípidas, se pueden usar con confianza，al mismo tiempo, de tamaño pequeño, fáciles de sacar en cualquier, Es muy conveniente usarlo al contestar una llamada telefónica en la oficina o al tomar notas en casa. Los niños también pueden usarlo para tomar notas en la escuela, COLORES BRILLANTES: Hemos diseñado notas adhesivas en diferentes colores según sus necesidades en diferentes ocasiones para garantizar que pueda satisfacer sus múltiples necesidades de uso. Al mismo tiempo, los colores brillantes pueden ayudarlo a recordarle que vea la información más rápidamente","8,3",8.97,"ZCZN"
"Alimentación y bebidas","B002EPBL1Q","Talisker 10 años, whisky escocés single malt, 700 ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31xOhChOuWL._SL500_.jpg","Un clásico de Talisker, un whisky single malt de la isla de Skye, Talisker 10 años es el whisky de la familia Talisker, recientemente galardonado con doble medalla de oro por cuarto año consecutivo en la San Francisco World Spirits Competition 2020, Sabores suaves y ahumados y marinos, ligeramente picantes con una sensación reconfortante al final, Graduación alcohólica: 45.8 %, El sutil toque ahumado de Talisker 10 años es para disfrutarlo solo o con hielo, El premiado whisky escocés puro de malta Talisker es un homenaje a su lugar de origen: el mar; elaborado desde 1830 en la isla de Skye, en la destilería del mundo situada a orillas del mar, es un whisky para espíritus salvajes con un característico toque salado, notas ahumadas o de turba, Destilado dos veces y envejecido un mínimo de diez años en barricas de roble americano, la primera destilación brinda la complejidad y el toque de pimienta a este whisky","9,9",35,"TALISKER"
"Alimentación y bebidas","B00PA8Y828","CARDHU Gold Reserve, whisky escocés single malt, 700 ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41PO6UScyPL._SL500_.jpg","Whisky single malt de Speyside, Escocia, de la gama Cardhu con un sabor intenso y un equilibrio entre fruta dulce, chocolate negro, tofe y especias, Servir en una copa balón, solo o con un poco de agua; al servirlo con hielo Cardhu Gold Reserve desvela también sabores afrutados desconocidos, Ligeramente seco, con sabor a roble que evoca el aroma de la galleta y un toque de canela, además de notas de tofe y manzana, Graduación alcohólica: 40 %, En 1811, Helen Cumming fundó Cardhu, una destilería llevada por una mujer. A su nuera, Elizabeth, se la conocía como la 'Reina del whisky' por sus dotes de comerciante, El maestro mezclador Matthew Crow ha seleccionado cuidadosamente las barricas para crear un whisky single malt dulce, rico y delicado","9,8",28.95,"CARDHU"
"Alimentación y bebidas","B001TPAKHS","Johnnie Walker Black label, Whisky escocés blended 12 años, 700 ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31qp-nOtK7L._SL500_.jpg","Un whisky escocés blended de lujo envejecido 12 años, elaborado a partir de whiskies de todos los rincones de Escocia, Johnnie Walker es una marca de whisky con más de 200 años de historia; su eslogan ha sido acuñado en todas partes para inspirar el progreso y el coraje ante la adversidad: Keep Walking; nuestras variedades incluyen desde las etiquetas clásicas hasta las mezclas más exclusivas en ediciones limitadas, Idóneo para disfrutar en casa o en una salida nocturna inolvidable, con limonada, ginger ale o cualquier otra mezcla de tu elección, Graduación alcohólica: 40 percent, Elaborado solo con whiskies puros de malta y grano madurados al menos 12 años, El Everest de los whiskies de lujo según Jim Murray, autor de La Biblia del Whisky, Black Label es un whisky de referencia para otras mezclas de lujo, Con un sabor dulce y ahumado, presenta capas profundas de fruta dulce, especias y vainilla con un final ahumado que se prolonga en boca","9,5",21.25,"JOHNNIE WALKER"
"Alimentación y bebidas","B001P4YYI4","Monkey Shoulder Whisky Escocés 100% Malta, 40% Vol, 700 ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41fNnZvoCVL._SL500_.jpg","Tiene ligeras y delicadas notas de vainilla en la nariz, Se recomienda servir frío, Es una mezcla fácil de beber de tres whiskies de malta, Es ideal para cócteles, Con un sabor suave y redondo con toques dulces de malta, vainilla y mermelada de naranja","9,2",21.89,"MONKEY SHOULDER"
"Alimentación y bebidas","B002VPUOOE","Johnnie Walker Red label whisky escocés blended, 700  ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31RPnlDm3rL._SL500_.jpg","Johnnie Walker es una marca de whisky con más de 200 años de historia; su eslogan ha sido acuñado en todas partes para inspirar el progreso y el coraje ante la adversidad: Keep Walking; nuestras variedades incluyen desde las etiquetas clásicas hasta las mezclas más exclusivas en ediciones limitadas, Johnnie Walker Red Label, un whisky querido desde 1820 y galardonado en más de treinta ocasiones, El whisky escocés blended aceptado y reconocido en todo el planeta, Disfrútalo en vaso alto con hielo y ginger ale, Contiene hasta 35 whiskies diferentes seleccionados de las destilerías más singulares de Escocia, Chispeante y especiado, con una explosión de sabores vibrantes y ahumados","9,1",13.59,"JOHNNIE WALKER"
"Alimentación y bebidas","B008X6TB08","Johnnie Walker, Double Black label, Whisky escocés blended, 700 ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31BWtIctE2L._SL500_.jpg","Una mezcla de whiskies escoceses de malta envejecidos y ahumados de forma natural y whiskies de malta clásicos especialmente madurados para la mezcla en barricas antiguas de roble carbonizadas, Un regalo acertado desde 1820, idóneo para los amantes del whisky que disfrutan viajando a través de sus sentidos, Mezcla intensa, influenciada por los whiskies de la costa oeste y las islas escocesas, La manera idónea de saborearlo es con un poco de agua para liberar todos sus aromas y sabores ahumados, La frescura de aromas de manzana, pera y naranja, y la suavidad y dulzor de la vainilla cremosa y especias, Johnnie Walker es una marca de whisky con más de 200 años de historia; su eslogan ha sido acuñado en todas partes para inspirar el progreso y el coraje ante la adversidad: Keep Walking; nuestras variedades incluyen desde las etiquetas clásicas hasta las mezclas más exclusivas en ediciones limitadas, Black Label es un whisky de referencia para otras mezclas de lujo","8,8",28.46,"JOHNNIE WALKER"
"Alimentación y bebidas","B00IXLA12K","Tomatin Legacy Highland Single Malt Scotch Whisky 43% Vol., 700 ml ( Paquete de 1)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41BaGNfCwnL._SL500_.jpg","Para compartir en cualquier ocasión, Marca del producto: Tomatin, Contenido de alcohol: 43%, Cantidad: 700 ml","8,7",27.95,"TOMATIN"
"Alimentación y bebidas","B00XDO530W","Ballantine's Finest Whisky Escocés de Mezcla, 1L","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41L-oS3EblL._SL500_.jpg","Un sabor equilibrado de sabores dulces, Tiene un aroma ligeramente dulce con un toque a vainilla, Se puede usar para preparar cócteles, Regusto fresco y floral que crea un brillo redondeado, Color dorado claro, notas dulces y sutiles de chocolate con leche, vainilla y manzana roja","8,6",16.95,"BALLANTINE'S"
"Alimentación y bebidas","B004AWD3GC","The Famous Grouse Blended Whisky Escoces, alc 40% 1000ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31x%2B8kegrJL._SL500_.jpg","Terminar: Buena longitud, limpio, medio seco, NOTA: El embalaje puede variar!, Gusto: Sabor medio completo, maduro, frutiness de Speyside, Aroma: Roble bien equilibrado, Jerez con un toque cítrico., Apariencia: Completo, dorado, claro y brillante","8,5",14.79,"THE FAMOUS GROUSE"
"Alimentación y bebidas","B004CYCLS4","J&B Rare Whisky Escocés, 700ml","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31ZIKgNhzYL._SL500_.jpg","Ideañ solo con hielo o como ingrediente para cócteles, En nariz predominan las notas de vainilla y cítricos, En boca es dulce y suave, El color es amarillo con reflejos dorados, Adecuado como regalo","8,4",12.55,"J&B"
